freq_Hz,Zreal_Ohm,-Zimag_Ohm
10000,0.022060355,-0.012500311
7942.93,0.022100514,-0.0097421555
6309.01,0.022072724,-0.0077954129
5011.2,0.021970701,-0.0060561472
3980.36,0.022134653,-0.0046252674
3161.57,0.022119965,-0.0035960957
2511.21,0.022075233,-0.0027259741
1994.64,0.02217694,-0.0019971599
1584.33,0.022197493,-0.001283621
1258.42,0.022238492,-0.00072749355
999.553,0.022280886,-0.00032302548
793.937,0.022395352,0.00017916571
630.619,0.022415253,0.00057368493
500.896,0.022595771,0.00097861037
397.858,0.022763101,0.0015934022
316.016,0.023088411,0.001928192
251.009,0.023377071,0.0023390521
199.375,0.023771381,0.0029312189
158.362,0.024252339,0.0034413586
125.786,0.024905618,0.0037609453
99.9105,0.025623238,0.0041765471
79.3582,0.026353076,0.0044325389
63.0336,0.027258238,0.0047745828
50.0672,0.028011385,0.0050671767
39.768,0.02845209,0.005128712
31.5874,0.029280143,0.0053483045
25.0897,0.030214047,0.0054548836
19.9285,0.031019886,0.0057563483
15.8291,0.031987385,0.0061958073
12.5729,0.032988895,0.0064001416
9.98658,0.034280548,0.0063705147
7.93227,0.035104026,0.0064703945
6.30054,0.036372723,0.0065652517
5.00448,0.037814575,0.0063073954
3.97502,0.038748678,0.0059462673
3.15733,0.039732867,0.0055455301
2.50784,0.040441676,0.0050511387
1.99196,0.041021756,0.0046764594
1.5822,0.041853605,0.0042955202
1.25673,0.042354369,0.0039391862
0.998212,0.042613919,0.0034534265
0.792872,0.043058385,0.003631616
0.629773,0.043474156,0.0031759554
0.500224,0.043672014,0.0030392232
0.397324,0.044085136,0.0031833069
0.315592,0.044411901,0.0029629899
0.250672,0.044713014,0.0031681888
0.199107,0.044964532,0.0030955142
0.158149,0.045461831,0.0034189326
0.125617,0.045880547,0.0035571099
0.0997765,0.046215357,0.0037865733
0.0792518,0.04651119,0.004270589
0.0629491,0.047234813,0.0048821949
0.05,0.047620005,0.0054785608
